"address_line_1__v","latitude__v","longitude__v","postal_code__v","infusion_chairs__v","infusions_performed__v","npi_num__v","hco_name_cda__v"
"55 Lake Ave N Fl 1","42.278689999999997","-71.759150000000005","01655-0002","","","","University Of Massachusetts Memorial Health Neurology"
"4800 Sand Point Way NE A-7931","47.664160000000003","-122.28332","98105-3901","","","","Seattle Childrens Neurosciences Center"
"505 Farmington Ave Fl 2","41.725079999999998","-72.806229999999999","06032-1901","","","","Connecticut Childrens Medical Center-Farmington"
"1825 4th St Fl 6","37.766350000000003","-122.39019","94143-2350","","","","Ron Conway Family Gateway Medical Building Oncology Clinic"
"1 Long Wharf Dr Fl 2","41.289050000000003","-72.930000000000007","06511","","","","Pediatric Specialty Center-New Haven"
"1541 Kings Highway","32.490312000000003","-93.770934999999994","71103-4228","","","1952573701","Ochsner LSU Health-Academic Medical Center"
"1601 SW Archer Rd","29.63766","-82.3446","32608-1197","","","","VA North Florida South Georgia Healthcare"
"601 5th St S","27.763870000000001","-82.640389999999996","33701-4804","","","","Pediatric Neurosurgery Program At Johns Hopkins All Childrens Hospital"
"2005 Valley View Blvd","40.497819999999997","-78.392139999999998","16602-4548","","","1184854762","Encompass Health Rehabilitation Hospital Of Altoona"
"622 W 168th St Ph","40.841332000000001","-73.940374000000006","10032-3720","","","","Care Unit General Medical"
"835 S Wolcott Ave Rm E270","41.871012","-87.673479","60612-3748","","","","University Of Illinois College Of Medicine"
"4502 Medical Dr","29.507059999999999","-98.578140000000005","78229-4402","","","1821011248","Bexar County Hospital District"
"2070 Clinton Ave","37.763190000000002","-122.25402","94501-4399","","","1831529049","Alameda Hospital"
"1743 Redstone Center Dr","40.720599999999997","-111.54340000000001","84098-7929","","","1013006600","Pharmacy At Redstone Health Center"
"3400 Civic Center Blvd Fl 2","39.947780000000002","-75.193430000000006","19104-5127","","","","Penn Heart And Vascular Center"
"9200 W Wisconsin Ave","43.038670000000003","-88.026489999999995","53226-3522","","","1790092633","Froedtert And The Medical College Of Wisconsin Emergency Department"
"661 University Ln Ste A","38.259549999999997","-78.117279999999994","22960-2243","","","1871646265","The Rector And Visitors Of The University Of Virginia"
"3101 SW Sam Jackson Park Rd","45.50112","-122.68527","97239-3009","","","","Oregon Anesthesiology Group Porland Shriners Hospital"
"140 Charlois Blvd","36.085340000000002","-80.302539999999993","27103-1522","","","","Department Of Urology Wake Forest University School Of Medicine"
"75 E Northfield Rd","40.773560000000003","-74.320329999999998","07039-4532","","","1881651081","Summit Medical Group-The Heart Group PA"
"1050 Wishard Blvd","39.778289999999998","-86.179580000000001","46202-2872","","","","IU Health Physicians Neurology"
"290 E John Carpenter Fwy","32.863370000000003","-96.939909999999998","75062-2730","","","","Novation LLC"
"5959 Harry Hines Blvd","32.817410000000002","-96.845100000000002","75235-6234","","","","UT Southwestern"
"50 Moisey Dr","40.98818","-76.016999999999996","18202-9297","","","1346387933","Hazleton Health Wellness Center"
"1600 E Rollins Rd","38.938830000000003","-92.320250000000001","65211-4400","","","","University Of Missouri College Of Veterinary Medicine"
"2660 Tate Blvd SE","35.722149999999999","-81.282520000000005","28602-1465","","","","Carolinas Healthcare System Sanger Clinic Hickory Pediatrics"
"100 Mario Capecchi Dr","40.764547","-111.84184399999999","84112-8924","","","","PCMC Rapid Treatment Unit"
"2115 S Fremont Ave Ste 3000","37.17577","-93.272450000000006","65804-2215","","","","Mercy Clinic Neurology-Whiteside"
"1743 Redstone Center Dr Ste 115","40.720599999999997","-111.54340000000001","84098-7930","","","1053715763","Family Medicine At Redstone Health Center"
"500 Shepherd St Ste 300","36.085149999999999","-80.301230000000004","27103-1633","","","","Neurology-Shepherd"
"3333 Burnet Ave Ste 4008","39.140659999999997","-84.501000000000005","45229-3026","","","","Abrahamson Pediatric Eye Institute"
"1190 5th Ave Fl 1","40.79072","-73.953500000000005","10029-6503","","","","Mount Sinai Care LLC ACO"
"1 Long Wharf Dr Ste 200 Fl 2","41.28951","-72.929879999999997","06511-5591","","","","Yale Maternal Fetal Medicine"
"700 Childrens Dr","39.95252","-82.979309999999998","43205-2664","","","","Nationwide Childrens Hospital Cardiology"
"1959 NE Pacific St Fl 3","47.650269999999999","-122.30705","98195-0001","","","","General Pulmonary Clinic At UW Medical Center-Montlake"
"1959 NE Pacific St","47.650269999999999","-122.30705","98195-0001","","","","Pathology At UW Medical Center-Montlake"
"175 N Medical Dr Fl 4","40.772849000000001","-111.83947499999999","84112-1103","","","","UUMC Neurosurgery Associates"
"9548 Park Meadows Dr","39.55292","-104.87841","80124-5315","","","1427618305","Uchealth Lone Tree Medical Center"
"1204 W Main St","38.032879999999999","-78.497470000000007","22903-2824","","","","UVA Pediatrics"
"330 Brookline Ave","42.339790000000001","-71.104879999999994","02215-5400","","","","Anatomic Pathology"
"300 Pasteur Dr","37.433","-122.17588000000001","94304-2203","","","","Stanford Emergency Department"
"100 Michigan St NE","42.969999999999999","-85.665130000000005","49503-2560","","","1558407189","Corewell Health Pulmonology"
"10 Union Sq E Frnt 5G","40.735140000000001","-73.989800000000002","10003-3332","","","1558728352","Mount Sinai-Union Square"
"420 Delaware St SE","44.971879999999999","-93.234120000000004","55455-0341","","","","University Of Mn Medical Center Fairview"
"517 S Euclid Ave","38.635599999999997","-90.263570000000001","63110-1007","","","","Barnes-Jewish Hospital-Mcmillan Building"
"530 1st Ave Fl 5","40.741849999999999","-73.974739999999997","10016-6402","","","","NYU Langone Cardiology Associates"
"10967 Lake Underhill Rd Ste 117","28.543279999999999","-81.224850000000004","32825-4454","","","","Cardiovascular Solutions LLC"
"470 Clarkson Ave Ste D Fl 1","40.655560000000001","-73.943740000000005","11203-2012","","","","Downstate Pediatric Associates"
"1301 Barbara Jordan Blvd Ste 401","30.305579999999999","-97.707279999999997","78723-3078","","","","Dell Childrens-Gastroenterology Mueller"
"705 Riley Hospital Dr Ste Ri 1134","39.777259999999998","-86.180019999999999","46202-5109","","","","Cardiothoracic Surgeons Inc"
"13123 E 16th Ave","39.742449999999998","-104.83577","80045-7106","","","","Anschutz Medical Campus Aurora"
"716 N Broadway","39.299140000000001","-76.594679999999997","21205-1806","","","","Kennedy Krieger Institute Neuropsychiatry In Epilepsy Program"
"81 N Mario Capecchi Dr","40.771135000000001","-111.840154","84113-1125","","","","Pediatric Cardiology"
"2816 E 116th St","41.48263","-81.603260000000006","44120-2111","","","","Buckeye Health Center Primary Care"
"75 Francis Street","42.307692000000003","-71.099817000000002","02115","","","","Brigham And Womens Hospital Division Of Cardiovascular Medicine"
"215 W Bowery St Ste 4400","41.078780000000002","-81.524289999999993","44308-1022","","","","Ach Neurodevelopmental Science Center"
"2521 Stockton Blvd","38.552039999999998","-121.45534000000001","95817-2207","","","","UC Davis Pediatric Allergy Immunology And Rheumatology"
"2350 N Stemmons Fwy 300 Fl 5","32.806750000000001","-96.836010000000002","75207-2700","","","","Childrens Health Dallas-Ear Nose And Throat Clinic"
"6651 Main St Fl 21","29.70871","-95.402720000000002","77030","","","","Texas Childrens Pediatric Cardiology"
"1500 Highland Ave","43.078470000000003","-89.433850000000007","53705-2274","","","","Waisman Center Biochemical Genetics Clinic"
"555 S 18th St","39.953519999999997","-82.977119999999999","43205-2654","","","","Nationwide Childrens Outpatient Care Center"
"575 Riley Hospital Dr","39.775500000000001","-86.181139999999999","46202-5272","","","","Riley Infectious Diseases"
"6621 Fannin St Ste A210","29.70815","-95.400369999999995","77030-2325","","","","Bcm-Pediatric Emergency Medicine Healthcare"
"727 Hospital Dr","38.209119999999999","-85.236230000000006","40065-1660","","","","UOFL Physicians Sleep Center"
"10825 Financial Centre Pkwy","34.747340000000001","-92.395060000000001","72211-3553","","","","Baptist Health UAMS Accountable Care Alliance"
"2642 W Ogden Ave","41.862412999999997","-87.692937000000001","60608-1617","","","","One Lawndale"
"201 Abraham Flexner Way","38.249760000000002","-85.751329999999996","40202-3841","","","","UOFL Health-Heart Hospital"
"7730 W Boynton Beach Blvd Ste 4","26.527290000000001","-80.169089999999997","33437-6155","","","","Complete Neurological Care Boynton Beach"
"225 E Chicago Ave","41.89649","-87.621690000000001","60611-2991","","","","Ann And Robert H Lurie Childrens Hospital Of Chicago Pediatric Medicine"
"300 Medical Center Plz Ste 3100","34.070298000000001","-118.442836","90095-8346","","","","UCLA Health Clinical Genetics"
"200 University Ave E","44.956229999999998","-93.094970000000004","55101-2507","","","1447352836","Metropolitan Anesthesia Network LLP"
"3333 Burnet Ave Ste 4510","39.140659999999997","-84.501000000000005","45229-3026","","","","UC Physicians Ophthalmology"
"3800 Reservoir Rd NW D Suite 232","38.912019999999998","-77.075310000000002","20007-2113","","","","Georgetown University Hospital Department Of Neurology"
"110 Elm St Fl 1","41.816470000000002","-71.410970000000006","02903-4626","","","","Brown Neurology"
"405 E 7th St","45.598350000000003","-121.18299","97058-2607","","","1528247988","OHSU Casey Eye Institute Clinic The Dalles"
"705 Riley Hospital Dr","39.777259999999998","-86.180019999999999","46202-5109","","","","IU Health Physicians Riley Child Neurology"
"8230 Walnut Hill Ln Ste 208","32.880450000000003","-96.760940000000005","75231","","","1760582126","Texas Health Heart And Lung Surgical Specialists"
"8402 Harcourt Rd Ste 320","39.908799999999999","-86.194550000000007","46260-2052","","","","Peyton Manning Childrens Hospital At Ascension St Vincent Pediatric Nephrology And Hypertension"
"6550 Fannin St Ste 2323","29.71153","-95.400149999999996","77030-2747","","","1144634460","Edward Charles Murphy MD"
"10833 Le Conte Ave Ste BE-144","34.06447","-118.44351","90095-3075","","","","Clinic Tran Research Center"
"329 NC Hwy 801 N","36.001994000000003","-80.433004999999994","27006-7905","","","","Wake Forest Baptist Health Davie Medical Center"
"13034 Ballantyne Corporate Pl","35.056939999999997","-80.842609999999993","28277-1498","","","","Premier"
"929 Gessner Rd Ste 2700","29.783290000000001","-95.546909999999997","77024-2593","","","","Memorial Hermann Accountable Care Organization"
"3599 Rainbow Blvd","39.060257","-94.612838999999994","66103-2078","","","","Landon Center On Aging-Department Of Neurology"
"4211 County St","36.832140000000003","-76.35539","23707-2512","","","1013989276","Holiday House Of Portsmouth Inc"
"710 Westwood Plz","34.066837999999997","-118.44514100000001","90095-8353","","","","UCLA Medical Group Neurology"
"1806 S Highland Ave Ste 225","41.849719999999998","-88.012799999999999","60148-4938","","","","Hours Home Health"
"1 Ford Pl Ste 4C","42.363579999999999","-83.075069999999997","48202-3450","","","1932162096","Henry Ford Home Healthcare"
"305 E Nicollet Blvd","44.750134000000003","-93.270965000000004","55337-8327","","","1740349042","Gillette Children Burnsville Clinic"
"34800 Bob Wilson Dr","32.724510000000002","-117.14557000000001","92134-1098","","","","Naval Hospital San Diego Emergency Room"
"4501 Cameron Valley Pkwy Ste 301-A","35.14875","-80.824280000000002","28211-4886","","","1922367077","Carolinas Pediatry Neurology Care Morrocroft"
"880 W Central Rd Ste 6400","42.066581999999997","-87.993004999999997","60005-2378","","","","Ann And Robert H Lurie Childrens Hospital Outpatient Center"
"1131 Techny Rd","42.114930000000001","-87.811589999999995","60062-5503","","","","Ann And Robert H Lurie Childrens Hospital Outpatient Center"
"2350 N Stemmons Fwy","32.806789999999999","-96.837280000000007","75207-2700","","","","Childrens Health Specialty Center Gastroenterology Public Health Service Outpatient"
"12701 W 143rd St Ste 200","41.628320000000002","-87.929040000000001","60491-7723","","","1891011490","Illinois Spine And Scoliosis Center"
"747 52nd St","37.836860000000001","-122.26706","94609-1809","","","1922124866","UCSF Benioff Children Hospitals-Endocrinology And Diabetes Care"
"75 Francis Street, Research Adm","42.342112999999998","-71.091680999999994","02115","","","","Brigham And Womens (stem Cell)"
"3555 Harden Street Ext","34.007446999999999","-81.000512000000001","29203-6894","","","1275988321","Prisma Health Medical Group-Midlands"
"141 S Central Ave Ste 201","41.016030000000001","-73.803150000000002","10530-2337","","","1770778953","Montefiore Medical Center Institute For Reproductive Medicine And Health Center For Fertility Preservation (rei)"
"4502 Medical Dr","29.508209999999998","-98.578540000000004","78229-4402","","","","University Health System"
"5770 Flintridge Dr Ste 100","38.915149999999997","-104.76425","80918-1870","","","1144763251","Peak Neurology Corp PC"
"1 Kendall Sq Binney St # B7102","42.363276999999997","-71.102628999999993","02139","","","","Fulcrum Therapeutics"
"1475 NW 12th Ave Ste 2307B","25.788799999999998","-80.214579999999998","33136-1002","","","1437692217","Walgreens Pharmacy"
"800 Fairmount Ave Ste 310","34.132803000000003","-118.15181","91105-3153","","","","Huntington Health Physicians-Pasadena Pediatrics"
"617 N Saint Clair St Ste 20100","41.893020999999997","-87.622710999999995","60611","","","","Feinberg School Department Of Neurology"
"11104 Parkview Cir Dr Ste 110","41.185819000000002","-85.132256999999996","46845-1673","","","","Ppg-Neurology"
"714 N Senate Ave Ste 110","39.777340000000002","-86.163560000000004","46202-3297","","","","IU Health Sleep Disorders Center"
"1840 South St","39.944450000000003","-75.173280000000005","19146-7411","","","","Penn Neurology Rittenhouse"
"3303 SW Bond Ave","45.498919999999998","-122.67128","97239-4501","","","","OHSU Brain Institute"
"2401 Gillham Rd","39.083739999999999","-94.577349999999996","64108-4619","","","","Childrens Mercy General Neurology Clinic"
"300 Medical Center Plz Ste B200","34.070157999999999","-118.44347999999999","90095-8346","","","","UCLA Center For Duchenne Muscular Dystrophy"
"1600 7th Ave S","33.504089999999998","-86.805210000000002","35233-1711","","","","Childrens Of Alabama Genetics Clinic"
"900 E Broadway Ave","46.806399999999996","-100.77855","58501-4520","","","1538220611","St Alexius Medical Center Inpatient Psychiatric Unit"
"2350 N Stemmons Fwy I-35E Ste F5400","32.806750000000001","-96.836010000000002","75207-2700","","","","Childrens Health Specialty Center Dallas Neurology"
"12020 Colorado Blvd","39.914859999999997","-104.93982","80241-3562","","","1366932162","Uchealth Emergency Room-Thornton"
"2620 N Stemmons Fwy","32.809019999999997","-96.840699999999998","75207-2102","","","","Childrens Health Sleep Disorders Center"
"118 E 2nd St W1150","42.134869999999999","-80.085930000000005","16507-1502","","","","Pulmonary Medicine; Allergy And Immunology"
"7500 Challis Rd","42.543059999999997","-83.801689999999994","48116-9416","","","","Michigan Medicine Neurology Brighton Center For Specialty Care"
"6651 Old Main Street Loop Rd E 1420","29.661421000000001","-95.440399999999997","77025","","","","Texas Medical Center"
"1021 Medical Arts Ave NE","35.090560000000004","-106.63113","87102-2708","","","","UNM Hospital Dermatology Clinic"
"2 Medical Park Rd Lowr Level","34.027090000000001","-81.035920000000004","29203","","","","Prisma Health Maternal-Fetal Medicine"
"725 Welch Rd","37.436079999999997","-122.17529","94304-1601","","","","Lucile Packard Childrens Hospital Stanford Kidney Transplant Program"
"3333 Burnet Avenue Mlc 2003","39.149371000000002","-84.488990000000001","45229","","","","Cincinnati Childrens Hospital Pediatric Cardiology"
"215 W Bowery St Ste 4500","41.078780000000002","-81.524289999999993","44308-1070","","","","Neurosurgery"
"11725 N Illinois St Ste 465","39.959859999999999","-86.159589999999994","46290","","","","IU Health Sleep Disorders Center"
"9500 Euclid Ave JJ19","41.502890000000001","-81.620620000000002","44195-0001","","","","Cleveland Clinic Medicare ACO LLC"
"575 Riley Hospital Dr","39.776530000000001","-86.180790000000002","46202-5272","","","","Riley Pediatric Cardiology"
"1030 Hitt St","38.938749999999999","-92.325220000000002","65211-2104","","","","University Of Missouri Diagnostic Imaging Nextgen Precision Health"
"1341 W Mockingbird Ln Ste 1200E","32.822319999999998","-96.865700000000004","75247-4944","","","","Childrens Health Specialty Center Mockingbird"
"1 Childrens Way","34.741219999999998","-92.291920000000005","72202-3500","","","","Childhood Post-Infectious Autoimmune Encephalopathy (cpae) Center Of Excellence"
"676 N St Clair St Ste 2100","41.894419999999997","-87.623159999999999","60611-2993","","","","Northwestern Medicine-Canning Thoracic Institute"
"3000 Fairway Dr","40.484414000000001","-78.395087000000004","16602-4472","","","1932568532","University Orthopedics Center LTD"
"101 Manning Dr","35.903526999999997","-79.051619000000002","27514-4220","","","","UNC Adult Psychiatry Clinic"
"8700 Beverly Blvd","34.076839999999997","-118.38068","90048-1804","","","1588691414","Consultants For Pathology And Lab Medicine"
"4647 Medical Dr","29.509599999999999","-98.576999999999998","78229-4403","","","","University Physicians Group Diagnostic Pavilion"
"3400 Spruce St Fl 9","39.950369999999999","-75.196979999999996","19104-4286","","","","Vascular Lab"
"1365A Clifton Rd NE","33.792639999999999","-84.320220000000006","30322-1013","","","","Emory Department Of Radiation Oncology"
"1001 Blythe Blvd Ste 200","35.204990000000002","-80.838179999999994","28203-5865","","","1811914708","Alliance Imaging DBA Alliance Imaging Miller Orthopedics Clinic"
"120 Lytton Ave Ste 250","40.446370000000002","-79.954949999999997","15213-1481","","","","UPMC Headache Center"
"711 Stanton L Young Blvd Ste 210","35.48048","-97.499679999999998","73104-5021","","","","Oklahoma University Physicians Neurology"
"2000 Washington Street Grn Bldg 567","42.329813000000001","-71.255426","02462","","","","Newton-Wellesley Neurology Associates"
"1619 Woods Ct","45.696820000000002","-121.52055","97031-2915","","","1154667103","Oregon Health Sciences University Department Of Ophthalmology"
"2 Dudley St Ste 580","41.810409999999997","-71.408019999999993","02905-3244","","","","Women And Infants Hospital Obstetrics And Gynecology Care Center"
"11 Independence Way","39.649470000000001","-75.763630000000006","19713-1159","","","1366537185","Exceptional Care For Children"
"200 Ucla Medical Plz 265","34.065688999999999","-118.44532599999999","90095-8344","","","","UCLA Medical Group Pediatrics"
"11725 Illinois St","39.95964","-86.163259999999994","46032-3008","","","","IU Health Physicians Pediatric Urology"
"200 W Arbor Dr Frnt L015","32.754930000000002","-117.16674","92103-9000","","","","UC San Diego Medical Center Nephrology"
"7450 Hospital Dr Ste 100","40.100360000000002","-83.163039999999995","43016-8364","","","","NCH Downtown Urgent Care"
"4300 Alton Rd","25.813120000000001","-80.139380000000003","33140-2948","","","1316298193","Msmc Interventional LLC"
"2301 Erwin Rd","35.984369000000001","-78.994780000000006","27705-4699","","","1982779286","Duke Childrens Health Center Retail Pharmacy"
"555 N Duke St","40.046909999999997","-76.304209999999998","17602-2250","","","1790158236","Permanente Med Lancaster General Hospital"
"3100 Northup Way","47.638199999999998","-122.19132","98004-1467","","","","UW Medicine Eastside Specialty Center"
"1221 Lee St","38.031995999999999","-78.498807999999997","22908","","","","Eeg And Evoked Potential Lab"
"2020 Ogden Ave Ste 330","41.728769999999997","-88.266890000000004","60504-5897","","","","Rush University Medical Group Ste 330"
"523 E 72nd St Fl 4","40.766652000000001","-73.953193999999996","10021-4099","","","","Steve K Lee MD"
"170 Manning Dr","35.902824000000003","-79.049766000000005","27514-4221","","","","UNC Department Of Neurosurgery"
"6 Parque Los Monacillos 19 Km 0","18.394795999999999","-66.084689999999995","00921-4603","","","","Sociedad Pro Hospital Del Nino"
"333 Cedar St Fl 8","41.303249999999998","-72.933109999999999","06510-3206","","","1023446127","Yale University"
"554 N Duke St","40.047620000000002","-76.306060000000002","17602-2225","","","1265578314","Penn Medicine Lghp Comprehensive Care"
"2116 Bissonnet St Ste A","29.725829999999998","-95.409739999999999","77005-1508","","","1447491683","Superior Diagnostic Inc"
"9233 Ward Pkwy Ste 275","38.960360000000001","-94.597440000000006","64114","","","1477974178","Advanced Home Healthcare"
"85 NE Loop 410 Ste 607","29.520820000000001","-98.487340000000003","78216-5866","","","1881835585","San Antonio Home Health"
"259 E Erie St Ste 2100","41.893970000000003","-87.620660000000001","60611-3907","","","","Northwestern Medicine Executive Health"
"300 Longwood Ave","42.33717","-71.10557","02115-5724","","","","Boston Childrens Hospital-Department Of Pathology"
"555 S 18th St","39.953519999999997","-82.977119999999999","43205-2654","","","","Nationwide Chlds Hospital Outpatient Care Center"
"3401 Civic Ctr Blvd","39.948439999999998","-75.194699999999997","19104-4319","","","","Childrens Healthcare Associates Inc"
"513 Parnassus Avenue, Hsw 901a","37.78884","-122.39467399999999","94105","","","1437673092","UCSF Genomic Medicine Laboratory"
"1133 21st St NW Ste 500","38.904470000000003","-77.04616","20036-3331","","","","Medstar Health Lafayette Cardiology"
"2015 Upper Gate Dr NE Ste 534","33.793190000000003","-84.31832","30322-1014","","","","Emory Department Of Pediatrics-Infectious Diseases Division"
"676 N St Clair St Ste 800","41.894419999999997","-87.623159999999999","60611-2978","","","","Northwestern Medicine Radiology"
"1127 University Blvd NE","35.093179999999997","-106.62687","87102-1740","","","","UNM Pediatric Specialty Clinic-Carrie Tingley"
"11725 N Illinois St Ste 350","39.959789999999998","-86.160979999999995","46290","","","1396765731","IU Health Physicians General Surgery"
"300 Longwood Avenue  Bader 110","42.342030999999999","-71.091395000000006","02115","","","","Boston Childrens Hospital Department Of Pathology"
"3134 N Clark St","41.938670000000002","-87.650239999999997","60657-4414","","","","Advocate Outpatient Center Lakeview"
"101 The City Dr S Bldg 54 Ste 5700","33.788119999999999","-117.89015000000001","92868-3201","","","","UC Irvine Health Accountable Care Organization"
"7670 Omnitech Pl","43.004710000000003","-77.445849999999993","14564-9782","","","","URMC Orthopedics Urgent Care Victor"
"2011 York Rd Ste 3000","41.850549999999998","-87.929190000000006","60523-2156","","","1619469244","Rush Oak Brook Surgery Center"
"2686 Patterson Rd","39.092359999999999","-108.55370000000001","81506-8817","","","1821647801","St Marys Diabetes Education Center"
"4090 Briargate Pkwy","38.966099999999997","-104.75411","80920-7815","","","1336637438","Childrens Hospital Colorado-Colorado Springs"
"13219 Dotson Rd Ste 210","29.968579999999999","-95.553910000000002","77070-4308","","","","Specialty Associates Of West Houston PLLC"
"3920 N Union Blvd","38.887529999999998","-104.78753","80907-4900","","","1962098509","Kaiser Foundation Health Plan Of Colorado"
"3333 Burnett Avenue ML 4010","39.150413","-84.489576","45229","","","","Cincinnati Childrens Hospital (ml 4010)"
"135 E Maxwell St Ste 301 Fl 3","38.042650000000002","-84.500100000000003","40508-2623","","","","Ukh Specialty Care Clinic @ Maxwell-Specialty Care Clinic @ Maxwell Public Health Service Outpatient"
"2350 N Stemmons Fwy Bldg F  Ste F4400","32.806750000000001","-96.836010000000002","75207-2700","","","","Endocrinology Dallas"
"5802 N 30th St","28.00055","-82.427419999999998","33610-1469","","","","Tampa General Hospital-Genesis"
"1935 Medical District Dr","32.808999999999997","-96.836849999999998","75235-7701","","","","Childrens Medical Center"
"1120 Nw 14th St Crb Ste 1353","25.787420000000001","-80.213610000000003","33136-2107","","","","University Of Miami Miller School Of Medicine Department Of Neurology"
"1515 Blondell Ave Ste 220","40.845764000000003","-73.845388","10461-2601","","","","Neuromuscular Disease Center"
"601 N Caroline St Ste 6004","39.296979999999998","-76.595219999999998","21287-0006","","","","Johns Hopkins Outpatient Center Otolaryngology"
"7609 Preston Rd Ste P-2700","33.079700000000003","-96.801490000000001","75024","","","","Childrens Health Pediatric Reese-Jones Center For Foster Care Excellence"
"15 Reinhardt College Pkwy Ste 110","34.267113999999999","-84.497907999999995","30114-5259","","","","Piedmont Cardiology Of Atlanta LLC"
"5700 Dallas Pkwy","33.125010000000003","-96.820999999999998","75034-9580","","","","Scottish Rite For Children Orthopedics And Sports Medicine Center"
"3000 Fairway Dr","40.484749999999998","-78.395820000000001","16602-4472","","","1104886712","Blair Orthopedics Associates Inc"
"300 Pasteur Dr Rm Ho301","37.43327","-122.17565999999999","94304-2210","","","","Department Of Surgery Stanford University School Of Medicine"
"3800 Reservoir Rd NW","38.90889","-77.075329999999994","20007-2113","","","","MG Medical Center Inc"
"880 W Central Rd Ste 6400","42.066581999999997","-87.993004999999997","60005-2378","","","","Ann And Robert H Lurie Childrens Outpatient Center In Arlington Heights"
"5 E 98th St Fl 1","40.789029999999997","-73.95411","10029-6501","","","","Neurology Faculty Associates"
"6550 Fannin St Ste 1801","29.71153","-95.400149999999996","77030-2744","","","1881624666","Neurology Associates"
"1135 116th Ave NE Ste 400","47.620739","-122.185672","98004-4624","","","1144377094","Seattle Childrens At Overlake"
"400 E Eisenhower Pkwy Ste B","42.243029999999997","-83.743049999999997","48108-3302","","","","Pediatric Clinic Center For Women Children And Young Adults"
"4401 Penn Ave","40.466410000000003","-79.95299","15224-1334","","","","Neurological Institute In Lawrenceville"
"2300 W Stone Dr","36.556319999999999","-82.595579999999998","37660-2360","","","1487695862","Dermatology Associates Of Tri-Cities-Kingsport"
"10945 Le Conte Ave Ste 3355","34.063747999999997","-118.447478","90095-3000","","","","Benhaim Prosper"
"375 Four Leaf Ln","38.051909999999999","-78.681659999999994","22903-6905","","","","Family Medicine And Specialty Care Crozet"
"850 Southampton Ave","36.858530000000002","-76.305769999999995","23510-1021","","","","Childrens Specialty Group"
"135 E Maxwell St","38.042650000000002","-84.500100000000003","40508-2640","","","","Good Samaritan Hospital Professional Arts Center"
"730 58th St Ste 1A","40.637390000000003","-74.009810000000002","11220-3917","","","1174772818","Rendr-Chixin Fang MD"
"200 1st St SW Ste Sl14","44.022129999999997","-92.466629999999995","55905-5002","","","1497049324","Mayo Clinic Pharmacy"
"1150 NW 14th St Ste 609","25.787109999999998","-80.213380000000001","33136-2117","","","1669888509","University Of Miami Multiple Sclerosis Center"
"75 Francis St","42.335819999999998","-71.107439999999997","02115-6110","","","","Hyde Park Medical Care"
"5 E 98th St Fl 7","40.789029999999997","-73.95411","10029-6501","","","","The Center For Cognitive Health"
"2088 Ogden Ave Ste 210","41.729790000000001","-88.265370000000004","60504-4385","","","","Center For Neurological Diseases"
"10833 Le Conte Ave","34.06447","-118.44351","90095-3075","","","","Cedar Sinai IM Cardiology"
"211 N Eddy St","41.678829999999998","-86.236429999999999","46617-2808","","","","South Bend Clinic Surgery (general And Vascular)"
"355 W 16th St Ste 4300","39.78763","-86.165459999999996","46202-2394","","","","Indiana University Health Physicians Physical Medicine And Rehabilitation"
"1959 NE Pacific St Fl 2","47.649090000000001","-122.30703","98195-0001","","","","University Of Washington Medical Center MRI"
"2015 Upper Gate Dr NE","33.793190000000003","-84.31832","30322-1014","","","","Childrens Healthcare Of Atlanta-Emory Childrens Center"
"330 Brookline Ave","42.339790000000001","-71.104879999999994","02215-5400","","","","Beth Israel Deaconess Neurology"
"8160 Walnut Hill Ln Ste 106 Fl 1","32.880870000000002","-96.764070000000004","75231-4373","","","1235485079","Dr Crable Ob Gyn PA"
"2512 S 7th St","44.967019999999998","-93.235370000000003","55454-1404","","","1669459913","University Of Mn Medical Center Fairview Transitional Care"
"1001 Main St Fl 4","42.901090000000003","-78.868870000000001","14203-1009","","","1912928599","University At Buffalo Pediatric Associates Inc"
"111 Colchester Ave Fl 5","44.47983","-73.193969999999993","05401-1473","","","","Neurological Surgery"
"601 Elmwood Ave","43.124400000000001","-77.623679999999993","14642-0001","","","1184725525","University Of Rochester-Department Of Neurology"
"550 16th St","37.767110000000002","-122.39008","94158-2545","","","","UCSF School Of Medicine Pediatrics"
"213 Quarry Rd","37.441609999999997","-122.16924","94304-1416","","","","Neuropsychology Clinic"
"554 N Duke St","40.047620000000002","-76.306060000000002","17602-2225","","","","Penn Liver Transplant Evaluation Clinic Lancaster"
"365 Montauk Ave","41.336179999999999","-72.103009999999998","06320-4700","","","","Yale Urology"
"1000 E Broad St","37.540320000000001","-77.432929999999999","23219-1930","","","","Childrens Hospital Of Richmond"
"333 E 34th St # 1J","40.744219999999999","-73.974140000000006","10016","","","","Dr David S Younger MD"
"1111 N Ronald Reagan Pkwy","39.778579999999998","-86.341030000000003","46123-7085","","","1801815832","Indiana University Health West Hospital Inc"
"550 Munson Ave Ste 202","44.756140000000002","-85.577659999999995","49686-3580","","","","Corewell Health Helen Devos Childrens Hospital-Foster Family Community Health Center Pediatric Endocrinology"
"5555 Ponce De Leon Blvd","25.712119000000001","-80.280798000000004","33146-2513","","","","Miami Miller School Of Medicine"
"1215 Lee St","38.03143","-78.498720000000006","22908-0816","","","","UVA Health University Hospital Multi Specialty Practice"
"420 Delaware St SE","44.972312000000002","-93.232549000000006","55455-0341","","","1972864742","University Of Minnesota Medical Center"
